TPR_pattern,FPR_pattern,FPRn_pattern,SHD_pattern,SHD_cpdag,FPR_skel,FNR_skel,TP_skel,FN_skel,FP_skel,TN_skel,n_nodes,true_n_edges_skel,true_n_non_edges_skel,graph_type,replicate,algorithm,adjmat,parameters,data,time,ntests,id,faithfulnessAssumed,score,datatype,samplePrior,structurePrior,penaltyDiscount,timeout
0.441176470588235,0.126436781609195,0.323529411764706,15,NA,0.235294117647059,0.470588235294118,9,8,4,34,11,17,38,unknown,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,3.68,NA,fges,True,sem-bic,continuous,1,1,0.001,NA
0.441176470588235,0.126436781609195,0.323529411764706,15,NA,0.235294117647059,0.470588235294118,9,8,4,34,11,17,38,unknown,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,3.31,NA,fges,True,sem-bic,continuous,1,1,0.01,NA
0.5,0.103448275862069,0.264705882352941,13,NA,0.235294117647059,0.470588235294118,9,8,4,34,11,17,38,unknown,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,3.47,NA,fges,True,sem-bic,continuous,1,1,0.1,NA
0.529411764705882,0.0689655172413793,0.176470588235294,11,11,0.176470588235294,0.470588235294118,9,8,3,35,11,17,38,cpdag,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,4.94,NA,fges,True,sem-bic,continuous,1,1,0.25,NA
0.529411764705882,0.0459770114942529,0.117647058823529,10,10,0.117647058823529,0.470588235294118,9,8,2,36,11,17,38,cpdag,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,4.54,NA,fges,True,sem-bic,continuous,1,1,0.5,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,4.6,NA,fges,True,sem-bic,continuous,1,1,0.75,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,4.33,NA,fges,True,sem-bic,continuous,1,1,1,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,tetrad_fges,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,5.58,NA,fges,True,sem-bic,continuous,1,1,1.5,NA
